#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
56,Tue Feb 15 15:21:17 EST 2022,42,0,MultiThreadTokenCounts,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
57,Tue Feb 15 15:21:18 EST 2022,42,0,MultiThreadSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
58,Tue Feb 15 15:21:25 EST 2022,42,0,PartitionedReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
59,Tue Feb 15 15:21:29 EST 2022,42,0,A2SpecificStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
60,Tue Feb 15 15:21:32 EST 2022,42,0,A2GeneralStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
61,Tue Feb 15 15:21:34 EST 2022,42,0,BarrierJoinSynchronizationCountsAndSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
62,Tue Feb 15 15:22:18 EST 2022,42,0,TokenCountBulkPartialReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
63,Tue Feb 15 15:22:21 EST 2022,42,0,TokenCountMultiplePartialReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
64,Tue Feb 15 15:27:29 EST 2022,42,0,MultiThreadTokenCountResult,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
65,Tue Feb 15 15:27:30 EST 2022,42,0,TokenCountThreads,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
66,Tue Feb 15 15:27:31 EST 2022,42,0,TokenCountBoundedBuffer,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
67,Tue Feb 15 15:37:33 EST 2022,42,0,A2ConfigurationProvided,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
68,Tue Feb 15 15:37:35 EST 2022,42,0,PartitionerClassFactoryAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
69,Tue Feb 15 15:38:08 EST 2022,42,0,MultiThreadTokenCounts,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
70,Tue Feb 15 15:38:10 EST 2022,39,-3,BarrierJoinSynchronizationClassAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings EarlyJoin- MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
71,Tue Feb 15 15:38:32 EST 2022,39,0,MultiThreadSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings EarlyJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
72,Tue Feb 15 15:38:34 EST 2022,39,0,PartitionedReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings EarlyJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
73,Tue Feb 15 15:38:38 EST 2022,39,0,A2SpecificStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings EarlyJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
74,Tue Feb 15 15:38:39 EST 2022,39,0,A2GeneralStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings EarlyJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
75,Tue Feb 15 15:38:41 EST 2022,39,0,BarrierJoinSynchronizationCountsAndSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings EarlyJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
76,Tue Feb 15 15:39:30 EST 2022,39,0,A2ConfigurationProvided,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings EarlyJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
77,Tue Feb 15 15:39:32 EST 2022,39,0,PartitionerClassFactoryAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings EarlyJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
78,Tue Feb 15 15:40:04 EST 2022,39,0,MultiThreadTokenCounts,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings EarlyJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
79,Tue Feb 15 15:40:12 EST 2022,42,3,BarrierJoinSynchronizationClassAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin+ JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
80,Tue Feb 15 15:40:20 EST 2022,42,0,PartitionedReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
81,Tue Feb 15 15:40:24 EST 2022,42,0,A2SpecificStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
82,Tue Feb 15 15:40:25 EST 2022,42,0,MultiThreadSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
83,Tue Feb 15 15:40:28 EST 2022,42,0,A2GeneralStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
84,Tue Feb 15 15:40:30 EST 2022,42,0,BarrierJoinSynchronizationCountsAndSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce , ,
